MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
7.0,7.0,2.0,7.0,7.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,5.0,6.0,2.0,3.0,4.0,1.0,5.0,6.0,0.425
3.0,6.0,1.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,7.0,1.0,7.0,3.0,5.0,4.0,6.0,5.0,0.45
9.0,4.0,6.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,3.0,7.0,3.0,7.0,3.0,7.0,6.0,4.0,6.0,6.0,0.47
3.0,4.0,10.0,8.0,5.0,3.0,6.0,7.0,6.0,5.0,7.0,4.0,6.0,6.0,9.0,5.0,2.0,5.0,4.0,7.0,0.56
7.0,6.0,5.0,3.0,5.0,6.0,3.0,6.0,4.0,7.0,3.0,9.0,5.0,2.0,1.0,7.0,6.0,4.0,4.0,4.0,0.485
3.0,2.0,2.0,1.0,5.0,3.0,5.0,3.0,4.0,7.0,3.0,6.0,6.0,6.0,6.0,4.0,7.0,5.0,4.0,6.0,0.44
7.0,5.0,5.0,6.0,5.0,5.0,5.0,8.0,3.0,5.0,5.0,3.0,2.0,2.0,5.0,7.0,2.0,4.0,3.0,5.0,0.46
10.5,5.0,6.0,6.0,10.0,6.0,8.0,8.0,2.0,3.0,2.0,1.0,3.0,9.0,7.0,1.0,9.0,6.0,7.0,7.0,0.585
5.0,5.0,3.0,2.0,3.0,1.0,5.0,4.0,3.0,9.0,3.0,8.0,8.0,7.0,6.0,5.0,4.0,5.0,4.0,6.0,0.48
1.0,9.0,2.0,4.0,4.0,6.0,4.0,4.0,7.0,5.0,3.0,4.0,3.0,10.0,5.0,6.0,4.0,5.0,5.0,6.0,0.485
4.0,3.0,7.0,2.0,4.0,7.0,7.0,6.0,6.0,5.0,8.0,6.0,4.0,8.0,10.0,2.0,8.0,5.0,5.0,2.0,0.545
4.0,4.0,7.0,5.0,7.0,10.0,4.0,10.0,5.0,4.0,3.0,6.0,8.0,4.0,10.5,3.0,3.0,7.0,5.0,4.0,0.57
2.0,5.0,3.0,8.0,8.0,8.0,5.0,5.0,7.0,7.0,3.0,10.0,2.0,9.0,4.0,6.0,0.0,3.0,3.0,5.0,0.515
3.0,4.0,5.0,2.0,6.0,2.0,6.0,5.0,4.0,4.0,8.0,4.0,7.0,5.0,6.0,5.0,3.0,3.0,5.0,4.0,0.455
8.0,5.0,6.0,6.0,6.0,6.0,3.0,3.0,5.0,3.0,6.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,0.43
7.0,6.0,3.0,3.0,1.0,5.0,6.0,4.0,3.0,9.0,7.0,8.0,3.0,2.0,7.0,10.0,7.0,7.0,8.0,6.0,0.56
5.0,3.0,2.0,4.0,4.0,4.0,10.5,3.0,3.0,4.0,3.0,2.0,8.0,1.0,8.0,6.0,8.0,6.0,7.0,6.0,0.49
3.0,8.0,6.0,8.0,2.0,7.0,7.0,4.0,4.0,3.0,10.5,6.0,1.0,6.0,4.0,5.0,2.0,5.0,5.0,7.0,0.52
3.0,9.0,5.0,3.0,6.0,8.0,4.0,7.0,6.0,6.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,8.0,0.485
2.0,5.0,3.0,7.0,3.0,6.0,7.0,3.0,3.0,7.0,3.0,3.0,6.0,8.0,3.0,7.0,3.0,7.0,6.0,3.0,0.475
4.0,4.0,6.0,3.0,2.0,8.0,4.0,1.0,6.0,1.0,7.0,5.0,7.0,10.0,6.0,5.0,3.0,5.0,5.0,5.0,0.485
7.0,4.0,3.0,7.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,6.0,8.0,7.0,4.0,2.0,7.0,3.0,8.0,5.0,0.495
6.0,4.0,4.0,5.0,4.0,5.0,6.0,2.0,5.0,4.0,7.0,6.0,3.0,2.0,7.0,4.0,5.0,2.0,5.0,7.0,0.465
0.0,2.0,7.0,6.0,5.0,2.0,3.0,4.0,7.0,5.0,5.0,7.0,2.0,2.0,1.0,6.0,7.0,5.0,10.5,3.0,0.45
1.0,4.0,9.0,10.5,2.0,2.0,5.0,6.0,8.0,9.0,3.0,6.0,1.0,6.0,6.0,4.0,2.0,9.0,6.0,5.0,0.525
9.0,1.0,4.0,5.0,6.0,3.0,6.0,5.0,9.0,2.0,10.5,8.0,4.0,6.0,6.0,7.0,7.0,4.0,4.0,4.0,0.565
5.0,4.0,10.0,3.0,6.0,4.0,5.0,3.0,4.0,4.0,3.0,8.0,4.0,6.0,6.0,5.0,7.0,3.0,6.0,2.0,0.49
5.0,4.0,6.0,9.0,8.0,10.5,7.0,3.0,2.0,5.0,6.0,6.0,8.0,7.0,3.0,7.0,4.0,6.0,4.0,7.0,0.59
3.0,4.0,5.0,8.0,4.0,4.0,6.0,4.0,6.0,0.0,7.0,10.5,9.0,7.0,5.0,4.0,8.0,5.0,4.0,4.0,0.54
7.0,1.0,7.0,6.0,3.0,3.0,3.0,3.0,7.0,2.0,4.0,2.0,5.0,7.0,10.5,8.0,5.0,9.0,5.0,5.0,0.525
7.0,5.0,3.0,5.0,6.0,4.0,6.0,7.0,2.0,8.0,3.0,7.0,3.0,3.0,4.0,5.0,2.0,3.0,6.0,1.0,0.45
6.0,1.0,2.0,2.0,4.0,2.0,7.0,6.0,3.0,3.0,7.0,1.0,4.0,5.0,6.0,7.0,6.0,4.0,6.0,2.0,0.42
1.0,6.0,10.0,3.0,5.0,5.0,4.0,9.0,6.0,5.0,6.0,4.0,7.0,6.0,6.0,5.0,0.0,4.0,5.0,7.0,0.52
6.0,4.0,4.0,5.0,3.0,4.0,4.0,8.0,9.0,5.0,3.0,3.0,2.0,6.0,5.0,2.0,5.0,8.0,5.0,5.0,0.48
5.0,2.0,6.0,2.0,6.0,4.0,5.0,4.0,7.0,3.0,5.0,4.0,3.0,2.0,6.0,6.0,10.0,5.0,5.0,6.0,0.48
7.0,5.0,6.0,7.0,4.0,6.0,4.0,4.0,6.0,6.0,6.0,5.0,2.0,7.0,8.0,1.0,5.0,8.0,4.0,4.0,0.525
3.0,4.0,6.0,4.0,10.0,4.0,0.0,3.0,8.0,2.0,7.0,10.5,5.0,6.0,7.0,4.0,4.0,3.0,3.0,3.0,0.49
4.0,10.5,3.0,4.0,4.0,4.0,4.0,3.0,6.0,7.0,2.0,8.0,4.0,5.0,6.0,6.0,2.0,1.0,5.0,6.0,0.475
4.0,10.5,10.0,3.0,4.0,5.0,2.0,3.0,3.0,6.0,5.0,7.0,4.0,6.0,1.0,7.0,7.0,3.0,3.0,2.0,0.48
7.0,5.0,4.0,5.0,7.0,5.0,7.0,2.0,4.0,3.0,3.0,5.0,5.0,8.0,6.0,6.0,10.0,6.0,7.0,5.0,0.55
3.0,5.0,3.0,7.0,1.0,4.0,6.0,5.0,6.0,3.0,6.0,8.0,4.0,4.0,5.0,10.0,6.0,3.0,4.0,7.0,0.5
5.0,4.0,5.0,4.0,5.0,3.0,4.0,2.0,7.0,6.0,5.0,4.0,4.0,5.0,1.0,6.0,6.0,4.0,10.0,3.0,0.465
5.0,4.0,10.0,5.0,3.0,2.0,9.0,2.0,9.0,4.0,7.0,6.0,4.0,1.0,0.0,5.0,4.0,1.0,5.0,5.0,0.455
4.0,6.0,7.0,3.0,2.0,6.0,6.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,10.5,3.0,4.0,4.0,9.0,5.0,0.505
3.0,3.0,2.0,8.0,4.0,2.0,7.0,1.0,5.0,6.0,3.0,4.0,3.0,8.0,8.0,4.0,6.0,4.0,4.0,6.0,0.455
2.0,4.0,6.0,3.0,2.0,9.0,5.0,5.0,2.0,6.0,7.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,7.0,7.0,0.465
6.0,5.0,3.0,1.0,5.0,6.0,6.0,3.0,8.0,10.0,9.0,5.0,6.0,3.0,1.0,5.0,8.0,7.0,8.0,3.0,0.54
5.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,9.0,10.0,3.0,4.0,5.0,3.0,5.0,4.0,8.0,0.44
6.0,4.0,5.0,5.0,5.0,4.0,7.0,6.0,9.0,9.0,4.0,4.0,3.0,3.0,8.0,7.0,7.0,6.0,5.0,2.0,0.545
10.0,2.0,4.0,6.0,2.0,6.0,7.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,6.0,6.0,0.41
5.0,7.0,3.0,4.0,5.0,2.0,5.0,6.0,1.0,2.0,3.0,4.0,7.0,10.0,4.0,4.0,6.0,2.0,1.0,2.0,0.415
1.0,6.0,2.0,5.0,8.0,6.0,8.0,5.0,8.0,2.0,7.0,3.0,4.0,8.0,3.0,1.0,2.0,3.0,3.0,3.0,0.44
4.0,3.0,8.0,1.0,6.0,3.0,4.0,6.0,6.0,5.0,7.0,2.0,5.0,6.0,6.0,6.0,9.0,2.0,5.0,2.0,0.48
4.0,4.0,6.0,9.0,4.0,6.0,6.0,4.0,5.0,7.0,4.0,7.0,6.0,6.0,10.0,4.0,5.0,4.0,4.0,5.0,0.55
8.0,7.0,5.0,7.0,5.0,8.0,4.0,7.0,5.0,4.0,6.0,3.0,3.0,3.0,5.0,6.0,2.0,7.0,5.0,6.0,0.53
10.5,6.0,3.0,5.0,5.0,9.0,3.0,6.0,4.0,2.0,7.0,4.0,6.0,5.0,4.0,6.0,3.0,7.0,4.0,4.0,0.52
8.0,4.0,10.0,7.0,6.0,6.0,6.0,4.0,3.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,4.0,7.0,4.0,5.0,0.49
6.0,4.0,5.0,7.0,6.0,4.0,10.0,8.0,7.0,4.0,4.0,6.0,6.0,4.0,1.0,5.0,5.0,6.0,5.0,2.0,0.525
3.0,9.0,5.0,8.0,3.0,7.0,7.0,4.0,5.0,4.0,5.0,8.0,8.0,4.0,4.0,7.0,5.0,4.0,10.5,4.0,0.585
4.0,5.0,8.0,8.0,7.0,4.0,4.0,3.0,9.0,7.0,4.0,4.0,4.0,4.0,3.0,1.0,6.0,7.0,0.0,0.0,0.46
7.0,2.0,5.0,5.0,3.0,2.0,4.0,8.0,7.0,3.0,5.0,6.0,5.0,7.0,5.0,5.0,7.0,5.0,4.0,3.0,0.49
5.0,3.0,5.0,7.0,8.0,7.0,9.0,8.0,6.0,7.0,6.0,5.0,6.0,2.0,2.0,9.0,4.0,7.0,6.0,6.0,0.59
5.0,10.5,3.0,8.0,4.0,3.0,5.0,4.0,6.0,5.0,1.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,7.0,5.0,0.49
6.0,2.0,4.0,5.0,4.0,7.0,6.0,6.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,0.45
3.0,6.0,4.0,3.0,6.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,1.0,6.0,7.0,6.0,3.0,2.0,9.0,9.0,0.435
5.0,3.0,3.0,1.0,5.0,7.0,8.0,10.0,5.0,6.0,5.0,3.0,5.0,4.0,3.0,2.0,4.0,6.0,4.0,4.0,0.465
6.0,5.0,2.0,5.0,4.0,5.0,3.0,3.0,6.0,5.0,3.0,4.0,3.0,7.0,1.0,2.0,10.0,3.0,4.0,4.0,0.425
10.0,4.0,3.0,5.0,6.0,5.0,8.0,3.0,3.0,2.0,7.0,5.0,4.0,2.0,3.0,4.0,7.0,2.0,8.0,8.0,0.495
5.0,5.0,4.0,6.0,7.0,7.0,5.0,8.0,5.0,5.0,7.0,8.0,6.0,4.0,2.0,7.0,8.0,7.0,5.0,5.0,0.58
3.0,4.0,7.0,9.0,5.0,7.0,9.0,7.0,7.0,6.0,5.0,4.0,6.0,1.0,10.5,2.0,4.0,4.0,5.0,4.0,0.55
8.0,3.0,10.0,10.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,3.0,3.0,5.0,5.0,5.0,4.0,9.0,0.56
5.0,10.0,4.0,8.0,3.0,5.0,1.0,2.0,7.0,6.0,4.0,3.0,5.0,8.0,6.0,6.0,2.0,8.0,6.0,6.0,0.525
2.0,4.0,6.0,9.0,8.0,5.0,7.0,5.0,3.0,2.0,5.0,1.0,4.0,6.0,8.0,4.0,10.0,4.0,4.0,1.0,0.49
7.0,7.0,6.0,8.0,3.0,6.0,6.0,2.0,5.0,6.0,4.0,7.0,8.0,5.0,4.0,4.0,5.0,10.5,5.0,4.0,0.57
4.0,3.0,2.0,10.0,5.0,5.0,10.5,5.0,3.0,10.0,9.0,6.0,6.0,7.0,7.0,6.0,4.0,6.0,10.5,3.0,0.615
6.0,5.0,5.0,5.0,10.0,5.0,6.0,10.0,6.0,2.0,10.0,4.0,10.5,3.0,7.0,3.0,8.0,7.0,5.0,4.0,0.615
2.0,5.0,2.0,7.0,4.0,6.0,9.0,4.0,6.0,6.0,7.0,6.0,3.0,6.0,5.0,1.0,2.0,4.0,8.0,6.0,0.495
2.0,4.0,5.0,4.0,10.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,8.0,7.0,4.0,5.0,6.0,3.0,4.0,5.0,0.475
4.0,3.0,4.0,5.0,1.0,7.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,7.0,4.0,3.0,7.0,3.0,5.0,0.44
3.0,6.0,5.0,5.0,4.0,10.0,6.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,7.0,4.0,8.0,4.0,3.0,0.48
7.0,4.0,8.0,6.0,7.0,1.0,5.0,5.0,6.0,4.0,1.0,5.0,5.0,6.0,3.0,2.0,9.0,3.0,1.0,5.0,0.465
8.0,4.0,3.0,5.0,5.0,8.0,4.0,4.0,4.0,10.5,6.0,4.0,6.0,3.0,10.5,9.0,4.0,2.0,2.0,7.0,0.555
10.0,8.0,4.0,6.0,5.0,4.0,4.0,8.0,5.0,2.0,3.0,8.0,5.0,7.0,4.0,5.0,3.0,2.0,9.0,8.0,0.55
4.0,4.0,8.0,2.0,10.5,2.0,5.0,4.0,4.0,6.0,4.0,5.0,6.0,2.0,7.0,6.0,3.0,6.0,4.0,3.0,0.48
6.0,3.0,8.0,8.0,7.0,3.0,8.0,6.0,5.0,6.0,8.0,8.0,2.0,3.0,4.0,7.0,3.0,5.0,4.0,8.0,0.56
4.0,1.0,2.0,4.0,6.0,2.0,5.0,6.0,4.0,3.0,5.0,5.0,10.5,4.0,8.0,2.0,5.0,3.0,6.0,8.0,0.47
5.0,7.0,5.0,6.0,4.0,5.0,3.0,6.0,5.0,8.0,4.0,10.5,5.0,7.0,3.0,4.0,8.0,5.0,1.0,6.0,0.545
7.0,0.0,6.0,5.0,7.0,4.0,8.0,3.0,1.0,8.0,3.0,7.0,1.0,7.0,5.0,7.0,10.0,8.0,8.0,3.0,0.54
6.0,1.0,5.0,4.0,7.0,5.0,3.0,5.0,2.0,4.0,2.0,4.0,8.0,4.0,3.0,8.0,7.0,2.0,2.0,6.0,0.44
5.0,6.0,1.0,3.0,5.0,6.0,7.0,7.0,3.0,7.0,6.0,6.0,5.0,3.0,8.0,2.0,4.0,3.0,5.0,4.0,0.48
1.0,5.0,3.0,4.0,8.0,5.0,3.0,8.0,5.0,8.0,4.0,4.0,10.0,5.0,3.0,7.0,4.0,9.0,6.0,7.0,0.545
7.0,5.0,4.0,5.0,2.0,3.0,6.0,4.0,6.0,6.0,5.0,5.0,5.0,2.0,4.0,7.0,4.0,5.0,6.0,4.0,0.475
7.0,5.0,3.0,5.0,5.0,2.0,5.0,9.0,7.0,4.0,10.0,10.5,1.0,7.0,7.0,3.0,2.0,0.0,3.0,6.0,0.52
4.0,10.0,4.0,10.5,2.0,4.0,4.0,5.0,8.0,7.0,10.0,5.0,8.0,4.0,4.0,6.0,9.0,5.0,4.0,6.0,0.6
7.0,8.0,4.0,2.0,9.0,6.0,3.0,8.0,10.0,8.0,5.0,2.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,3.0,0.545
3.0,5.0,3.0,3.0,4.0,3.0,6.0,7.0,4.0,7.0,3.0,7.0,7.0,6.0,6.0,5.0,1.0,6.0,2.0,3.0,0.455
4.0,5.0,7.0,3.0,6.0,1.0,7.0,6.0,4.0,4.0,2.0,4.0,6.0,4.0,5.0,9.0,4.0,8.0,6.0,10.0,0.525
5.0,1.0,7.0,2.0,7.0,3.0,8.0,5.0,4.0,4.0,3.0,4.0,5.0,6.0,5.0,0.0,4.0,4.0,3.0,2.0,0.41
4.0,6.0,0.0,4.0,2.0,2.0,6.0,6.0,1.0,5.0,4.0,4.0,5.0,6.0,3.0,3.0,4.0,4.0,8.0,6.0,0.415
4.0,6.0,7.0,4.0,6.0,6.0,5.0,7.0,4.0,4.0,3.0,4.0,6.0,2.0,8.0,7.0,7.0,6.0,6.0,2.0,0.52
3.0,5.0,5.0,3.0,4.0,4.0,5.0,10.5,5.0,3.0,8.0,7.0,10.0,7.0,6.0,3.0,5.0,4.0,5.0,8.0,0.555
6.0,4.0,4.0,7.0,2.0,6.0,6.0,4.0,4.0,6.0,2.0,2.0,4.0,8.0,10.5,7.0,6.0,9.0,3.0,4.0,0.525
8.0,7.0,5.0,7.0,2.0,6.0,2.0,5.0,7.0,4.0,8.0,3.0,6.0,4.0,5.0,2.0,4.0,5.0,7.0,9.0,0.53
4.0,4.0,9.0,7.0,4.0,5.0,2.0,7.0,2.0,4.0,1.0,9.0,5.0,5.0,6.0,4.0,8.0,4.0,6.0,9.0,0.525
6.0,2.0,6.0,10.0,5.0,7.0,2.0,4.0,4.0,5.0,4.0,4.0,6.0,8.0,4.0,7.0,4.0,3.0,4.0,2.0,0.485
6.0,10.0,8.0,2.0,4.0,2.0,4.0,6.0,4.0,6.0,0.0,6.0,4.0,5.0,5.0,2.0,5.0,5.0,8.0,6.0,0.49
3.0,5.0,7.0,4.0,2.0,8.0,8.0,5.0,10.5,7.0,4.0,6.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,6.0,0.515
6.0,4.0,5.0,7.0,3.0,5.0,3.0,6.0,6.0,8.0,6.0,3.0,5.0,6.0,4.0,4.0,7.0,8.0,7.0,5.0,0.54
3.0,4.0,8.0,3.0,1.0,1.0,5.0,10.0,7.0,6.0,1.0,4.0,10.5,7.0,5.0,4.0,8.0,3.0,2.0,4.0,0.485
6.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,9.0,3.0,4.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,1.0,0.46
3.0,5.0,2.0,6.0,9.0,3.0,5.0,3.0,6.0,4.0,5.0,8.0,5.0,6.0,5.0,5.0,8.0,2.0,4.0,4.0,0.49
10.5,1.0,2.0,7.0,8.0,2.0,2.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,7.0,6.0,6.0,10.0,3.0,10.0,0.595
6.0,5.0,5.0,3.0,6.0,6.0,5.0,4.0,5.0,8.0,4.0,10.5,7.0,2.0,1.0,4.0,6.0,2.0,6.0,5.0,0.51
4.0,4.0,3.0,3.0,6.0,5.0,5.0,10.0,6.0,2.0,8.0,6.0,6.0,7.0,4.0,4.0,6.0,9.0,5.0,6.0,0.545
8.0,3.0,4.0,6.0,10.5,4.0,7.0,9.0,4.0,2.0,6.0,5.0,8.0,4.0,7.0,5.0,7.0,3.0,0.0,5.0,0.54
5.0,3.0,9.0,6.0,5.0,3.0,2.0,6.0,3.0,9.0,3.0,4.0,7.0,10.0,7.0,3.0,8.0,3.0,5.0,5.0,0.53
5.0,6.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,6.0,5.0,6.0,4.0,10.0,5.0,9.0,5.0,2.0,4.0,3.0,0.5
3.0,8.0,5.0,3.0,4.0,6.0,6.0,8.0,4.0,2.0,7.0,4.0,7.0,5.0,8.0,5.0,4.0,10.0,6.0,4.0,0.545
4.0,6.0,4.0,4.0,4.0,6.0,3.0,6.0,4.0,3.0,7.0,5.0,6.0,5.0,6.0,4.0,8.0,7.0,8.0,3.0,0.515
6.0,2.0,0.0,6.0,7.0,1.0,3.0,2.0,2.0,5.0,5.0,2.0,3.0,6.0,6.0,8.0,8.0,5.0,6.0,6.0,0.445
6.0,9.0,6.0,6.0,5.0,3.0,3.0,6.0,6.0,9.0,5.0,3.0,8.0,5.0,7.0,8.0,8.0,6.0,3.0,4.0,0.58
6.0,6.0,3.0,4.0,4.0,5.0,8.0,4.0,2.0,4.0,3.0,6.0,5.0,5.0,8.0,9.0,4.0,5.0,5.0,3.0,0.495
5.0,5.0,6.0,4.0,4.0,6.0,8.0,8.0,5.0,6.0,6.0,3.0,6.0,3.0,3.0,5.0,3.0,7.0,0.0,4.0,0.485
4.0,3.0,3.0,7.0,6.0,5.0,5.0,6.0,3.0,7.0,4.0,9.0,5.0,4.0,5.0,7.0,3.0,7.0,4.0,5.0,0.51
4.0,3.0,4.0,9.0,7.0,2.0,8.0,10.0,4.0,5.0,6.0,8.0,3.0,3.0,4.0,7.0,5.0,9.0,7.0,1.0,0.545
4.0,3.0,4.0,4.0,10.0,3.0,4.0,6.0,6.0,4.0,4.0,6.0,7.0,7.0,6.0,8.0,3.0,1.0,9.0,5.0,0.52
3.0,5.0,5.0,7.0,5.0,4.0,3.0,6.0,7.0,6.0,5.0,9.0,4.0,7.0,6.0,6.0,2.0,3.0,10.0,5.0,0.54
6.0,9.0,2.0,5.0,4.0,5.0,3.0,4.0,1.0,3.0,6.0,5.0,7.0,5.0,5.0,4.0,8.0,4.0,8.0,7.0,0.505
6.0,3.0,6.0,2.0,3.0,2.0,5.0,8.0,8.0,4.0,7.0,7.0,7.0,5.0,4.0,6.0,10.5,4.0,7.0,2.0,0.535
5.0,6.0,5.0,6.0,7.0,1.0,1.0,3.0,8.0,4.0,6.0,3.0,5.0,6.0,1.0,7.0,7.0,7.0,6.0,10.0,0.52
6.0,4.0,4.0,5.0,4.0,3.0,6.0,2.0,3.0,7.0,5.0,6.0,9.0,10.5,5.0,2.0,9.0,4.0,4.0,8.0,0.535
8.0,5.0,2.0,2.0,8.0,2.0,4.0,3.0,10.5,6.0,6.0,4.0,4.0,3.0,8.0,8.0,4.0,4.0,3.0,6.0,0.505
7.0,8.0,2.0,7.0,4.0,4.0,3.0,2.0,10.5,4.0,5.0,5.0,7.0,5.0,8.0,5.0,2.0,2.0,2.0,5.0,0.505
4.0,9.0,3.0,5.0,5.0,8.0,3.0,1.0,7.0,6.0,3.0,6.0,5.0,8.0,4.0,3.0,3.0,5.0,6.0,4.0,0.49
7.0,4.0,2.0,5.0,10.0,3.0,5.0,4.0,8.0,6.0,3.0,5.0,3.0,2.0,7.0,4.0,5.0,6.0,6.0,4.0,0.495
3.0,8.0,6.0,2.0,6.0,8.0,4.0,4.0,4.0,10.0,4.0,6.0,9.0,5.0,4.0,2.0,4.0,6.0,4.0,4.0,0.515
5.0,3.0,7.0,7.0,7.0,6.0,6.0,4.0,6.0,4.0,6.0,7.0,9.0,10.5,5.0,5.0,6.0,6.0,3.0,6.0,0.595
7.0,6.0,6.0,8.0,6.0,8.0,7.0,5.0,6.0,7.0,3.0,6.0,6.0,3.0,5.0,7.0,7.0,7.0,6.0,6.0,0.61
6.0,1.0,5.0,5.0,4.0,4.0,7.0,9.0,5.0,9.0,6.0,2.0,5.0,9.0,7.0,5.0,2.0,3.0,4.0,5.0,0.515
3.0,1.0,5.0,7.0,10.5,6.0,3.0,2.0,1.0,4.0,6.0,2.0,6.0,5.0,6.0,4.0,4.0,4.0,5.0,3.0,0.44
2.0,3.0,3.0,7.0,4.0,8.0,5.0,6.0,2.0,3.0,10.5,5.0,3.0,10.5,3.0,6.0,5.0,5.0,4.0,6.0,0.515
9.0,4.0,7.0,7.0,6.0,5.0,3.0,4.0,4.0,6.0,4.0,5.0,4.0,7.0,6.0,2.0,5.0,8.0,7.0,8.0,0.555
5.0,7.0,10.5,1.0,3.0,2.0,6.0,6.0,3.0,6.0,1.0,10.5,7.0,4.0,3.0,5.0,3.0,1.0,10.0,3.0,0.505
6.0,4.0,5.0,4.0,5.0,8.0,3.0,10.0,7.0,7.0,8.0,5.0,6.0,5.0,4.0,5.0,6.0,4.0,5.0,6.0,0.565
2.0,8.0,6.0,4.0,0.0,5.0,4.0,8.0,7.0,7.0,3.0,10.5,8.0,3.0,5.0,6.0,6.0,6.0,2.0,1.0,0.53
2.0,3.0,8.0,4.0,8.0,1.0,10.5,2.0,4.0,3.0,5.0,2.0,6.0,8.0,6.0,6.0,2.0,7.0,8.0,6.0,0.51
3.0,5.0,7.0,6.0,6.0,3.0,3.0,2.0,10.0,4.0,3.0,4.0,9.0,7.0,3.0,3.0,4.0,4.0,7.0,3.0,0.48
3.0,3.0,2.0,4.0,10.0,3.0,2.0,6.0,1.0,4.0,6.0,7.0,1.0,7.0,1.0,7.0,10.5,7.0,4.0,6.0,0.475
6.0,5.0,3.0,7.0,6.0,4.0,5.0,4.0,6.0,5.0,2.0,5.0,3.0,6.0,5.0,5.0,4.0,9.0,6.0,5.0,0.505
0.0,7.0,4.0,8.0,2.0,7.0,5.0,4.0,4.0,5.0,7.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,6.0,2.0,0.42
8.0,7.0,4.0,9.0,4.0,3.0,5.0,9.0,10.0,3.0,3.0,6.0,5.0,8.0,8.0,3.0,10.0,7.0,4.0,9.0,0.625
10.0,1.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0,10.0,5.0,4.0,0.0,4.0,4.0,5.0,6.0,6.0,2.0,2.0,0.475
4.0,9.0,7.0,6.0,7.0,6.0,4.0,4.0,7.0,5.0,2.0,3.0,6.0,5.0,7.0,5.0,1.0,3.0,6.0,4.0,0.505
3.0,4.0,5.0,4.0,7.0,3.0,6.0,6.0,3.0,3.0,7.0,5.0,3.0,4.0,2.0,6.0,2.0,4.0,6.0,6.0,0.445
8.0,1.0,6.0,7.0,2.0,3.0,2.0,9.0,5.0,2.0,5.0,7.0,5.0,5.0,3.0,10.5,7.0,5.0,6.0,4.0,0.52
3.0,7.0,8.0,3.0,6.0,6.0,6.0,0.0,3.0,4.0,6.0,5.0,2.0,5.0,6.0,7.0,10.0,3.0,3.0,6.0,0.495
6.0,3.0,8.0,4.0,7.0,6.0,6.0,7.0,9.0,9.0,5.0,6.0,3.0,6.0,8.0,8.0,5.0,5.0,2.0,1.0,0.57
6.0,5.0,1.0,8.0,3.0,3.0,7.0,3.0,3.0,8.0,3.0,10.5,1.0,6.0,3.0,8.0,6.0,5.0,7.0,6.0,0.515
7.0,8.0,7.0,3.0,10.5,5.0,7.0,4.0,7.0,5.0,5.0,5.0,5.0,8.0,6.0,6.0,4.0,4.0,5.0,4.0,0.59
6.0,3.0,3.0,1.0,6.0,5.0,1.0,8.0,1.0,6.0,3.0,5.0,1.0,8.0,10.0,2.0,6.0,5.0,4.0,3.0,0.435
3.0,8.0,5.0,1.0,3.0,10.5,5.0,2.0,5.0,2.0,7.0,4.0,5.0,4.0,1.0,4.0,5.0,5.0,9.0,4.0,0.465
10.0,4.0,7.0,4.0,4.0,7.0,5.0,3.0,7.0,2.0,6.0,3.0,3.0,7.0,1.0,8.0,4.0,4.0,5.0,6.0,0.5
3.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,6.0,4.0,7.0,6.0,4.0,5.0,3.0,9.0,1.0,5.0,8.0,0.475
6.0,3.0,5.0,7.0,6.0,9.0,10.5,2.0,2.0,3.0,4.0,6.0,3.0,4.0,3.0,4.0,3.0,6.0,7.0,4.0,0.49
